GO.ID	Term	Annotated	Significant	Expected	P_value
402	GO:0032444	activin responsive factor complex	1	1	0.42	0.41560
403	GO:0016602	CCAAT-binding factor complex	1	1	0.42	0.41560
404	GO:0008352	katanin complex	1	1	0.42	0.41560
405	GO:0034423	autophagosome lumen	1	1	0.42	0.41560
406	GO:0031592	centrosomal corona	1	1	0.42	0.41560
407	GO:0005895	interleukin-5 receptor complex	1	1	0.42	0.41560
408	GO:0042272	nuclear RNA export factor complex	1	1	0.42	0.41560
409	GO:0030061	mitochondrial crista	1	1	0.42	0.41560
410	GO:0033593	BRCA2-MAGE-D1 complex	1	1	0.42	0.41560
411	GO:0060107	annuli extracellular matrix	1	1	0.42	0.41560
412	GO:0032144	4-aminobutyrate transaminase complex	1	1	0.42	0.41560
413	GO:0070765	gamma-secretase complex	1	1	0.42	0.41560
414	GO:0030849	autosome	1	1	0.42	0.41560
415	GO:0035619	root hair tip	1	1	0.42	0.41560
416	GO:0032937	SREBP-SCAP-Insig complex	1	1	0.42	0.41560
417	GO:0044231	host cell presynaptic membrane	1	1	0.42	0.41560
418	GO:0043203	axon hillock	1	1	0.42	0.41560
419	GO:0070772	PAS complex	1	1	0.42	0.41560
420	GO:0071439	clathrin complex	1	1	0.42	0.41560
421	GO:0002095	caveolar macromolecular signaling complex	1	1	0.42	0.41560
422	GO:0045095	keratin filament	1	1	0.42	0.41560
423	GO:0009505	plant-type cell wall	1	1	0.42	0.41560
424	GO:1990032	parallel fiber	1	1	0.42	0.41560
425	GO:0071598	neuronal ribonucleoprotein granule	1	1	0.42	0.41560
426	GO:0005962	mitochondrial isocitrate dehydrogenase complex (NAD+)	1	1	0.42	0.41560
