GO.ID	Term	Annotated	Significant	Expected	P_value
273	GO:0048190	wing disc dorsal/ventral pattern formation	8	3	0.89	0.04944
274	GO:0010613	positive regulation of cardiac muscle hypertrophy	8	3	0.89	0.04944
275	GO:1903047	mitotic cell cycle process	757	93	83.77	0.04963
276	GO:0042221	response to chemical	1826	253	202.07	0.05071
277	GO:0072189	ureter development	31	7	3.43	0.05099
278	GO:0071300	cellular response to retinoic acid	25	6	2.77	0.05102
279	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	25	6	2.77	0.05102
280	GO:0014706	striated muscle tissue development	159	26	17.6	0.05465
281	GO:0030324	lung development	127	20	14.05	0.05618
282	GO:1901568	fatty acid derivative metabolic process	71	15	7.86	0.05649
283	GO:0016049	cell growth	247	33	27.33	0.05667
284	GO:0006457	protein folding	133	25	14.72	0.05690
285	GO:0007155	cell adhesion	1231	163	136.22	0.05950
286	GO:0007040	lysosome organization	33	7	3.65	0.06033
287	GO:0015698	inorganic anion transport	97	14	10.73	0.06038
288	GO:0072218	metanephric ascending thin limb development	14	4	1.55	0.06045
289	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	14	4	1.55	0.06045
290	GO:0034641	cellular nitrogen compound metabolic process	7275	617	805.06	0.06103
291	GO:0071230	cellular response to amino acid stimulus	20	5	2.21	0.06224
292	GO:0045747	positive regulation of Notch signaling pathway	20	5	2.21	0.06224
293	GO:0006929	substrate-dependent cell migration	33	8	3.65	0.06291
294	GO:0006525	arginine metabolic process	17	6	1.88	0.06292
295	GO:0050920	regulation of chemotaxis	74	12	8.19	0.06294
296	GO:0010824	regulation of centrosome duplication	15	5	1.66	0.06297
297	GO:0000098	sulfur amino acid catabolic process	6	4	0.66	0.06297
298	GO:1903053	regulation of extracellular matrix organization	19	5	2.1	0.06299
299	GO:0006537	glutamate biosynthetic process	5	3	0.55	0.06302
300	GO:0071548	response to dexamethasone	8	3	0.89	0.06303
301	GO:0016999	antibiotic metabolic process	19	4	2.1	0.06305
302	GO:0008210	estrogen metabolic process	13	3	1.44	0.06306
303	GO:0019853	L-ascorbic acid biosynthetic process	4	2	0.44	0.06306
304	GO:0043129	surfactant homeostasis	4	2	0.44	0.06306
305	GO:0045059	positive thymic T cell selection	4	2	0.44	0.06306
306	GO:0006432	phenylalanyl-tRNA aminoacylation	4	2	0.44	0.06306
307	GO:0016098	monoterpenoid metabolic process	4	2	0.44	0.06306
308	GO:0010457	centriole-centriole cohesion	4	2	0.44	0.06306
309	GO:0006610	ribosomal protein import into nucleus	4	2	0.44	0.06306
310	GO:0042574	retinal metabolic process	4	2	0.44	0.06306
311	GO:0030263	apoptotic chromosome condensation	4	2	0.44	0.06306
312	GO:0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint	4	2	0.44	0.06306
313	GO:0010814	substance P catabolic process	4	2	0.44	0.06306
314	GO:0010816	calcitonin catabolic process	4	2	0.44	0.06306
315	GO:0070814	hydrogen sulfide biosynthetic process	4	2	0.44	0.06306
316	GO:0032466	negative regulation of cytokinesis	4	2	0.44	0.06306
317	GO:0034959	endothelin maturation	4	2	0.44	0.06306
318	GO:0032489	regulation of Cdc42 protein signal transduction	4	2	0.44	0.06306
319	GO:0035338	long-chain fatty-acyl-CoA biosynthetic process	4	2	0.44	0.06306
320	GO:0060038	cardiac muscle cell proliferation	30	4	3.32	0.06311
321	GO:0070588	calcium ion transmembrane transport	233	37	25.78	0.06475
322	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	63	12	6.97	0.06796
323	GO:0002218	activation of innate immune response	83	14	9.18	0.06798
324	GO:0007271	synaptic transmission, cholinergic	32	7	3.54	0.06809
325	GO:0052646	alditol phosphate metabolic process	19	5	2.1	0.06814
326	GO:0035172	hemocyte proliferation	13	4	1.44	0.06816
327	GO:0070989	oxidative demethylation	9	3	1	0.06821
328	GO:0007403	glial cell fate determination	9	3	1	0.06821
329	GO:0035584	calcium-mediated signaling using intracellular calcium source	9	3	1	0.06821
330	GO:0002032	desensitization of G protein-coupled receptor signaling pathway by arrestin	9	3	1	0.06821
331	GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	9	3	1	0.06821
332	GO:0048052	R1/R6 cell differentiation	9	3	1	0.06821
333	GO:0009608	response to symbiont	9	3	1	0.06821
334	GO:0050764	regulation of phagocytosis	33	5	3.65	0.06826
335	GO:0009719	response to endogenous stimulus	1046	144	115.75	0.06857
336	GO:0001505	regulation of neurotransmitter levels	116	14	12.84	0.06889
337	GO:0006633	fatty acid biosynthetic process	100	18	11.07	0.06890
338	GO:0000280	nuclear division	587	74	64.96	0.06896
339	GO:0044179	hemolysis in another organism	47	9	5.2	0.06977
340	GO:0042325	regulation of phosphorylation	722	88	79.9	0.06992
341	GO:0002697	regulation of immune effector process	81	14	8.96	0.07036
342	GO:0030433	ubiquitin-dependent ERAD pathway	27	6	2.99	0.07064
343	GO:0046165	alcohol biosynthetic process	93	17	10.29	0.07404
344	GO:0071310	cellular response to organic substance	921	111	101.92	0.07444
345	GO:0046132	pyrimidine ribonucleoside biosynthetic process	21	5	2.32	0.07454
346	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	21	5	2.32	0.07454
347	GO:0055074	calcium ion homeostasis	166	25	18.37	0.07500
348	GO:0008283	cell population proliferation	1733	223	191.78	0.07528
349	GO:0002119	nematode larval development	19	5	2.1	0.07541
350	GO:0046331	lateral inhibition	15	4	1.66	0.07547
351	GO:0046835	carbohydrate phosphorylation	15	4	1.66	0.07547
352	GO:0051930	regulation of sensory perception of pain	15	4	1.66	0.07547
353	GO:0048208	COPII vesicle coating	15	4	1.66	0.07547
354	GO:2000648	positive regulation of stem cell proliferation	41	8	4.54	0.07724
355	GO:0071229	cellular response to acid chemical	68	14	7.52	0.07731
356	GO:0007283	spermatogenesis	222	33	24.57	0.08043
357	GO:0042472	inner ear morphogenesis	113	19	12.5	0.08314
358	GO:0019827	stem cell population maintenance	78	13	8.63	0.08515
359	GO:0002053	positive regulation of mesenchymal cell proliferation	35	7	3.87	0.08537
360	GO:0035082	axoneme assembly	41	11	4.54	0.08750
361	GO:0048663	neuron fate commitment	42	9	4.65	0.08780
362	GO:0001833	inner cell mass cell proliferation	22	5	2.43	0.08806
363	GO:0001945	lymph vessel development	15	5	1.66	0.08952
364	GO:0031154	culmination involved in sorocarp development	12	4	1.33	0.08959
365	GO:0008209	androgen metabolic process	15	4	1.66	0.08962
366	GO:0060037	pharyngeal system development	10	3	1.11	0.08967
367	GO:0048803	imaginal disc-derived male genitalia morphogenesis	10	3	1.11	0.08967
368	GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	10	3	1.11	0.08967
369	GO:0003360	brainstem development	10	3	1.11	0.08967
370	GO:0006337	nucleosome disassembly	10	3	1.11	0.08967
371	GO:2001214	positive regulation of vasculogenesis	10	3	1.11	0.08967
372	GO:0006103	2-oxoglutarate metabolic process	10	3	1.11	0.08967
373	GO:0035095	behavioral response to nicotine	10	3	1.11	0.08967
374	GO:0008407	chaeta morphogenesis	10	3	1.11	0.08967
375	GO:0040038	polar body extrusion after meiotic divisions	10	3	1.11	0.08967
376	GO:0070372	regulation of ERK1 and ERK2 cascade	92	19	10.18	0.09132
377	GO:0044273	sulfur compound catabolic process	37	9	4.09	0.09182
378	GO:0007595	lactation	16	4	1.77	0.09217
379	GO:0032259	methylation	364	39	40.28	0.09289
380	GO:0045766	positive regulation of angiogenesis	57	10	6.31	0.09377
381	GO:0060993	kidney morphogenesis	90	10	9.96	0.09448
382	GO:0070507	regulation of microtubule cytoskeleton organization	75	11	8.3	0.09642
383	GO:0044070	regulation of monoatomic anion transport	43	8	4.76	0.09661
384	GO:0051222	positive regulation of protein transport	130	22	14.39	0.09700
385	GO:0030261	chromosome condensation	40	12	4.43	0.09701
386	GO:0043583	ear development	200	27	22.13	0.09723
387	GO:0002790	peptide secretion	93	15	10.29	0.09724
388	GO:0019695	choline metabolic process	21	7	2.32	0.09725
389	GO:0016126	sterol biosynthetic process	35	7	3.87	0.09738
390	GO:0022616	DNA strand elongation	26	6	2.88	0.09738
391	GO:0019852	L-ascorbic acid metabolic process	9	4	1	0.09739
392	GO:0051900	regulation of mitochondrial depolarization	12	4	1.33	0.09741
393	GO:0045071	negative regulation of viral genome replication	6	3	0.66	0.09744
394	GO:0006569	tryptophan catabolic process	16	4	1.77	0.09745
395	GO:0090330	regulation of platelet aggregation	10	3	1.11	0.09748
396	GO:0045446	endothelial cell differentiation	47	7	5.2	0.09749
397	GO:0001700	embryonic development via the syncytial blastoderm	40	6	4.43	0.09750
398	GO:0055119	relaxation of cardiac muscle	13	3	1.44	0.09751
